% Model:              FEA.mph
% Version:            COMSOL 6.0.0.318
% Date:               Jul 28 2022, 15:48
% Dimension:          3
% Nodes:              500
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        m
% x                       y                        z                        mf.Bx (T) @ freq=500, Material Switch 1=Air       mf.By (T) @ freq=500, Material Switch 1=Air       mf.Bz (T) @ freq=500, Material Switch 1=Air
-0.025551102204408815     0                        0.0015                   5.2544992880732564E-5-2.245354489584261E-10i      5.86463702631425E-7-2.4906721627569195E-12i       -1.4064596092899507E-4+5.894732699582517E-10i
-0.02543086172344689      0                        0.0015                   5.438885007295674E-5-2.3241342514746716E-10i      8.054147802566804E-7-3.4227325355136523E-12i      -1.432122852314938E-4+5.999795791559069E-10i
-0.025310621242484968     0                        0.0015                   5.6232707265180964E-5-2.4029140133650905E-10i     1.024365857882478E-6-4.354792908265629E-12i       -1.4577860953399408E-4+6.104858883535596E-10i
-0.025190380761523044     0                        0.0015                   5.8788412425555235E-5-2.512066775944348E-10i      4.740626854825465E-7-1.9869429869664872E-12i      -1.488896499829565E-4+6.232566557336276E-10i
-0.02507014028056112      0                        0.0015                   6.130365629496018E-5-2.619407647573979E-10i       4.2503854497891874E-7-1.7823151529403618E-12i     -1.5246885032275622E-4+6.379321421587983E-10i
-0.024949899799599197     0                        0.0015                   6.381890016436361E-5-2.7267485192034937E-10i      3.7601440447615833E-7-1.5776873189191994E-12i     -1.5604805066255796E-4+6.526076285839808E-10i
-0.024829659318637273     0                        0.0015                   6.633414403376878E-5-2.834089390833108E-10i       3.2699026397296424E-7-1.3730594848947283E-12i     -1.5962725100235927E-4+6.672831150091628E-10i
-0.02470941883767535      0                        0.0015                   6.884938790317221E-5-2.9414302624627055E-10i      2.77966123469987E-7-1.1684316508760475E-12i       -1.632064513421589E-4+6.819586014343314E-10i
-0.024589178356713426     0                        0.0015                   7.13646317725765E-5-3.04877113409227E-10i         2.289419829667929E-7-9.638038168532308E-13i       -1.6678565168196167E-4+6.966340878595216E-10i
-0.024468937875751502     0                        0.0015                   7.387987564198254E-5-3.1561120057219917E-10i      1.7991784246381565E-7-7.591759828328956E-13i      -1.7036485202176182E-4+7.113095742846948E-10i
-0.02434869739478958      0                        0.0015                   7.837279808038341E-5-3.347345403506188E-10i       -3.518398187415646E-7+1.5596719834291008E-12i     -1.7481383608647448E-4+7.296240166911523E-10i
-0.024228456913827655     0                        0.0015                   8.070570457590276E-5-3.446978240434992E-10i       -1.553794700370455E-7+7.430203655682847E-13i      -1.7856932230365293E-4+7.450443957762043E-10i
-0.02410821643286573      0                        0.0015                   8.303861107141961E-5-3.54661107736392E-10i        4.1080878668666235E-8-7.363125229087698E-14i      -1.8232480852082905E-4+7.604647748612493E-10i
-0.023987975951903807     0                        0.0015                   8.537151756693472E-5-3.6462439142927777E-10i      2.3754122737426955E-7-8.902828701514863E-13i      -1.8608029473800522E-4+7.75885153946297E-10i
-0.023867735470941884     0                        0.0015                   9.246619929712636E-5-3.948457578783817E-10i       -1.4897255232390605E-6+6.285823880970938E-12i     -1.8902911774204122E-4+7.877837860096998E-10i
-0.02374749498997996      0                        0.0015                   9.55775845776722E-5-4.0812007378113764E-10i       -1.6767847903272765E-6+7.081311025975879E-12i     -1.925170786117687E-4+8.020611530512591E-10i
-0.023627254509018036     0                        0.0015                   1.0049937208615219E-4-4.290510793436991E-10i      8.991960526363169E-7-3.9392191249633994E-12i      -1.9874165992282873E-4+8.276448508768141E-10i
-0.023507014028056113     0                        0.0015                   1.0429393557809773E-4-4.4522106073692363E-10i     1.852662809555608E-6-7.80308787531652E-12i        -2.029937483811993E-4+8.45034041424169E-10i
-0.02338677354709419      0                        0.0015                   1.085148066030002E-4-4.632147838205635E-10i       1.045283142437313E-6-4.381377729806826E-12i       -2.0835011336753795E-4+8.670348856041622E-10i
-0.023266533066132265     0                        0.0015                   1.1257191312515936E-4-4.804450121260852E-10i      -5.208165690035512E-7+2.241712923947551E-12i      -2.1111721495240205E-4+8.785226058102274E-10i
-0.02314629258517034      0                        0.0015                   1.1813460893667603E-4-5.041489723055566E-10i      -4.511460871474242E-7+1.9405179159262385E-12i     -2.1674447503112777E-4+9.015463297633333E-10i
-0.023026052104208418     0                        0.0015                   1.236973047481927E-4-5.278529324850545E-10i       -3.814756052908635E-7+1.6393229079032717E-12i     -2.2237173510985804E-4+9.245700537164711E-10i
-0.022905811623246494     0                        0.0015                   1.2926000055970416E-4-5.515568926645259E-10i      -3.1180512343408594E-7+1.3381278998827864E-12i    -2.2799899518858658E-4+9.47593777669584E-10i
-0.02278557114228457      0                        0.0015                   1.3482269637121822E-4-5.752608528440138E-10i      -2.421346415777421E-7+1.0369328918639555E-12i     -2.336262552673136E-4+9.70617501622694E-10i
-0.022665330661322647     0                        0.0015                   1.4038539218274096E-4-5.989648130235183E-10i      -1.724641597213982E-7+7.357378838401614E-13i      -2.3925351534604528E-4+9.936412255758268E-10i
-0.02254509018036072      0                        0.0015                   1.4594808799425416E-4-6.226687732030096E-10i      -1.0279367786462067E-7+4.3454287581843537E-13i    -2.448807754247748E-4+1.0166649495289467E-9i
-0.022424849699398796     0                        0.0015                   1.515107838057717E-4-6.463727333825008E-10i       -3.312319600816838E-8+1.3334786779753648E-13i     -2.505080355035018E-4+1.03968867348206E-9i
-0.022304609218436872     0                        0.0015                   1.5707347961728358E-4-6.700766935619706E-10i      3.654728584806706E-8-1.6784714021798574E-13i      -2.561352955822323E-4+1.0627123974351874E-9i
-0.02218436873747495      0                        0.0015                   1.6263617542880198E-4-6.937806537414643E-10i      1.0621776770462776E-7-4.690421482401254E-13i      -2.6176255566096084E-4+1.0857361213883086E-9i
-0.022064128256513025     0                        0.0015                   1.6819887124031843E-4-7.174846139209576E-10i      1.7588824956124268E-7-7.702371562630922E-13i      -2.6738981573969155E-4+1.1087598453414343E-9i
-0.0219438877755511       0                        0.0015                   1.7376156705183158E-4-7.411885741004307E-10i      2.4555873141774917E-7-1.0714321642819232E-12i     -2.7301707581841943E-4+1.1317835692945456E-9i
-0.021823647294589178     0                        0.0015                   1.7932426286335003E-4-7.648925342799257E-10i      3.1522921327406593E-7-1.3726271723035459E-12i     -2.7864433589714624E-4+1.1548072932476643E-9i
-0.021703406813627254     0                        0.0015                   1.9605030961642014E-4-8.356331317519632E-10i      -2.086580071323813E-6+8.954820728757102E-12i      -2.961734516577694E-4+1.2278835596049256E-9i
-0.02158316633266533      0                        0.0015                   2.0278350816136626E-4-8.642842441620105E-10i      -1.7360532048603427E-6+7.487217392534974E-12i     -3.054374244606482E-4+1.266233246365077E-9i
-0.021462925851703406     0                        0.0015                   2.1382340726176622E-4-9.111616708420841E-10i      -2.256166742594409E-6+9.821105357402547E-12i      -3.036718716008992E-4+1.2583784502344582E-9i
-0.021342685370741483     0                        0.0015                   2.26982178414813E-4-9.672065157807062E-10i        -1.6421615597697354E-6+7.172682179063842E-12i     -3.128596939366365E-4+1.2958667803781151E-9i
-0.02122244488977956      0                        0.0015                   2.4014094956785275E-4-1.0232513607192915E-9i      -1.0281563769523258E-6+4.524259000742922E-12i     -3.220475162723648E-4+1.3333551105217834E-9i
-0.021102204408817635     0                        0.0015                   2.532997207208938E-4-1.0792962056578767E-9i       -4.141511941346994E-7+1.875835822402149E-12i      -3.3123533860809353E-4+1.370843440665441E-9i
-0.02098196392785571      0                        0.0015                   2.664584918739368E-4-1.1353410505964736E-9i       1.9985398868205967E-7-7.725873559270433E-13i      -3.4042316094382106E-4+1.4083317708090774E-9i
-0.020861723446893785     0                        0.0015                   2.7961726302697413E-4-1.1913858955350605E-9i      8.138591715027219E-7-3.421010534272779E-12i       -3.4961098327955E-4+1.445820100952744E-9i
-0.02074148296593186      0                        0.0015                   2.9277603418001626E-4-1.2474307404736574E-9i      1.4278643543225167E-6-6.0694337126019715E-12i     -3.5879880561527936E-4+1.4833084310964082E-9i
-0.020621242484969937     0                        0.0015                   3.0593480533305274E-4-1.3034755854122277E-9i      2.041869537143179E-6-8.717856890944399E-12i       -3.6798662795100873E-4+1.5207967612400591E-9i
-0.020501002004008013     0                        0.0015                   3.1909357648609964E-4-1.359520430350828E-9i       2.6558747199603716E-6-1.13662800692769E-11i       -3.771744502867368E-4+1.5582850913837158E-9i
-0.02038076152304609      0                        0.0015                   3.32252347639137E-4-1.4155652752894082E-9i        3.269879902779299E-6-1.4014703247622636E-11i      -3.8636227262246574E-4+1.595773421527371E-9i
-0.020260521042084166     0                        0.0015                   3.548001399047816E-4-1.5113117204946768E-9i       6.29974518997654E-7-2.7455021690545384E-12i       -3.937882218030661E-4+1.6257915698066145E-9i
-0.020140280561122242     0                        0.0015                   3.71599680363406E-4-1.5826608572162487E-9i        1.2482234143240678E-6-5.404560303632203E-12i      -4.0212236553144396E-4+1.6596845348003172E-9i
-0.02002004008016032      0                        0.0015                   3.9273618492203025E-4-1.672537205114528E-9i       7.684400355176084E-6-3.23560665535633E-11i        -4.222757739257737E-4+1.7433162605204224E-9i
-0.019899799599198395     0                        0.0015                   4.1661936510606606E-4-1.7737736191693289E-9i      4.90853940863633E-6-2.059317482805025E-11i        -4.329541202681695E-4+1.7863012599955152E-9i
-0.01977955911823647      0                        0.0015                   4.4027098331209135E-4-1.873658815636899E-9i       1.0741983034225078E-6-4.459880276371885E-12i      -4.43602723412137E-4+1.8291841412851354E-9i
-0.019659318637274548     0                        0.0015                   4.6594783824446E-4-1.9830133156781753E-9i         -1.5235966188079791E-6+6.604575884698377E-12i     -4.5481993028681804E-4+1.8745361726227136E-9i
-0.019539078156312624     0                        0.0015                   4.916246931768286E-4-2.0923678157194347E-9i       -4.121391541038466E-6+1.766903204576202E-11i      -4.6603713716150035E-4+1.9198882039603E-9i
-0.0194188376753507       0                        0.0015                   5.173015481091951E-4-2.2017223157607086E-9i       -6.719186463267218E-6+2.8733488206825666E-11i     -4.772543440361818E-4+1.965240235297888E-9i
-0.019298597194388777     0                        0.0015                   5.42978403041561E-4-2.31107681580196E-9i          -9.316981385497705E-6+3.979794436788931E-11i      -4.884715509108624E-4+2.010592266635491E-9i
-0.019178356713426853     0                        0.0015                   5.686552579739299E-4-2.4204313158432166E-9i       -1.1914776307729927E-5+5.08624005289695E-11i      -4.99688757785543E-4+2.0559442979730526E-9i
-0.01905811623246493      0                        0.0015                   6.034634326069497E-4-2.568220145615999E-9i        -4.111922208617849E-6+1.882640980758865E-11i      -5.026809594188629E-4+2.064510422319347E-9i
-0.018937875751503006     0                        0.0015                   6.411117953707647E-4-2.728762928039778E-9i        1.2945465664802175E-6-4.235659495607679E-12i      -5.241934780872619E-4+2.151851088675667E-9i
-0.018817635270541082     0                        0.0015                   6.787601581345823E-4-2.8893057104635503E-9i       6.701015341570044E-6-2.7297728798815587E-11i      -5.457059967556605E-4+2.239191755031978E-9i
-0.018697394789579158     0                        0.0015                   7.177987898793949E-4-3.0531876735276226E-9i       3.955743578171189E-6-1.613815407499128E-11i       -5.632797444731844E-4+2.310527670733195E-9i
-0.018577154308617234     0                        0.0015                   7.580471850131415E-4-3.2236509652752234E-9i       7.954951849867276E-6-3.296314950364038E-11i       -5.828650880479614E-4+2.3899675575682814E-9i
-0.01845691382765531      0                        0.0015                   7.982955801468811E-4-3.394114257022778E-9i        1.19541601215703E-5-4.978814493227624E-11i        -6.024504316227601E-4+2.4694074444034106E-9i
-0.018336673346693387     0                        0.0015                   8.820156879595065E-4-3.7497306124178726E-9i       -3.847605324079563E-6+1.4798835908885658E-11i     -5.854622183270795E-4+2.3923512578872762E-9i
-0.018216432865731463     0                        0.0015                   9.504336273617239E-4-4.039460073736493E-9i        -2.3554188306592824E-5+9.988683625725313E-11i     -6.220089609503231E-4+2.5344464754234513E-9i
-0.01809619238476954      0                        0.0015                   0.0010007770146615727-4.250759577282999E-9i       -2.895149805710851E-5+1.2183773349421945E-10i     -6.202558223750657E-4+2.522681301293798E-9i
-0.017975951903807616     0                        0.0015                   0.001041119429467681-4.431305829601591E-9i        -2.079764073499666E-5+8.928433619330885E-11i      -6.301806230280525E-4+2.5631482430621612E-9i
-0.017855711422845692     0                        0.0015                   0.0011001093786917144-4.680392822823853E-9i       -2.6208847910083946E-5+1.1217628241553602E-10i    -6.369828060155992E-4+2.587453372377148E-9i
-0.01773547094188377      0                        0.0015                   0.001159099327915753-4.9294798160461175E-9i       -3.16200550851721E-5+1.3506822863777312E-10i      -6.437849890031594E-4+2.6117585016922407E-9i
-0.017615230460921845     0                        0.0015                   0.001282004654988532-5.439828054583014E-9i        4.105638560074863E-5-1.5801322160181978E-10i      -7.295518473906439E-4+2.9569639258471886E-9i
-0.01749498997995992      0                        0.0015                   0.0013819292150114085-5.861079180884002E-9i       -4.590006706019917E-6+1.2472811569535886E-11i     -6.888430842110372E-4+2.7898621750492743E-9i
-0.017374749498997998     0                        0.0015                   0.0015149772385058963-6.408403111289812E-9i       1.0735770404175782E-5-4.759044301974787E-11i      -7.100186547702898E-4+2.854530398545132E-9i
-0.017254509018036074     0                        0.0015                   0.0016480252620004032-6.955727041695655E-9i       2.6061547514385358E-5-1.0765369760905809E-10i     -7.311942253295286E-4+2.9191986220409504E-9i
-0.01713426853707415      0                        0.0015                   0.0017721789735932894-7.466327138609971E-9i       -1.277218206873626E-7-9.84454142586995E-13i       -6.993509659595672E-4+2.7719994162734317E-9i
-0.017014028056112226     0                        0.0015                   0.0018833912473669133-7.923209050714898E-9i       3.351022538735163E-7-3.0224638945446375E-12i      -7.04282041214005E-4+2.7762355023461275E-9i
-0.016893787575150303     0                        0.0015                   0.0019946035211405398-8.380090962819848E-9i       7.979263284352625E-7-5.060473646512206E-12i       -7.092131164684306E-4+2.7804715884187705E-9i
-0.01677354709418838      0                        0.0015                   0.002105815794914169-8.836972874924785E-9i        1.2607504029974424E-6-7.0984833984698486E-12i     -7.141441917228692E-4+2.7847076744914598E-9i
-0.016653306613226452     0                        0.0015                   0.0022170280686878052-9.29385478702977E-9i        1.723574477557454E-6-9.1364931504308E-12i         -7.190752669773053E-4+2.788943760564139E-9i
-0.016533066132264528     0                        0.0015                   0.0023282403424614235-9.750736699134697E-9i       2.186398552119634E-6-1.1174502902383479E-11i      -7.240063422317353E-4+2.7931798466368284E-9i
-0.016412825651302605     0                        0.0015                   0.0024394526162350586-1.0207618611239678E-8i      2.6492226266809464E-6-1.3212512654349393E-11i     -7.289374174861783E-4+2.7974159327095243E-9i
-0.01629258517034068      0                        0.0015                   0.0025506648900086924-1.066450052334463E-8i       3.1120467012418253E-6-1.5250522406303727E-11i     -7.338684927406093E-4+2.8016520187821863E-9i
-0.016172344689378757     0                        0.0015                   0.0029255842302866454-1.217977204914032E-8i       -1.0756189762473349E-4+4.385636014699815E-10i     -1.253747019886349E-4+3.528515176427241E-10i
-0.016052104208416833     0                        0.0015                   0.0032626386341658518-1.3554311056293097E-8i      1.0012408712940573E-4-4.072836610408197E-10i      1.7169124788956984E-4-8.491845256338019E-10i
-0.01593186372745491      0                        0.0015                   0.0033350150045934755-1.3854647727560471E-8i      1.0404287234120198E-4-4.234554055557175E-10i      2.633112423594212E-4-1.2317862608022107E-9i
-0.015811623246492986     0                        0.0015                   0.003407391375021096-1.4154984398827794E-8i       1.0796165755299443E-4-4.396271500705829E-10i      3.5493123682927424E-4-1.6143879959706329E-9i
-0.015691382765531062     0                        0.0015                   0.0036426447057903797-1.5130599633805326E-8i      -1.812205217320618E-4+7.058706089738359E-10i      4.2911372252037E-4-1.87836390065594E-9i
-0.015571142284569139     0                        0.0015                   0.003701496253407159-1.538283621740283E-8i        -1.846062693863621E-4+7.257617299094277E-10i      6.363654401666525E-4-2.742146535870574E-9i
-0.015450901803607215     0                        0.0015                   0.0040385192098218465-1.6772729901105238E-8i      -1.4603568136278594E-4+6.853584462328972E-10i     6.177448101460058E-4-2.541446827672374E-9i
-0.015330661322645291     0                        0.0015                   0.004098222722107338-1.703709775264232E-8i        -9.149614865169658E-5+4.466177934235332E-10i      9.270149532024253E-4-3.850212637508892E-9i
-0.015210420841683366     0                        0.0015                   0.0041579262343928464-1.73014656041795E-8i        -3.695661594059572E-5+2.0787714061414602E-10i     0.0012362850962588405-5.158978447345396E-9i
-0.015090180360721442     0                        0.0015                   0.004643068209165519-1.9419046102131545E-8i       3.150401663828712E-5-1.4032350891011873E-10i      0.0013165927667087391-5.436703020126374E-9i
-0.014969939879759519     0                        0.0015                   0.004639408335313982-1.94074618628254E-8i         2.3109590126576618E-5-1.0118927666127968E-10i     0.0017654722335173575-7.35963557878068E-9i
-0.014849699398797595     0                        0.0015                   0.004635748461462473-1.9395877623519403E-8i       1.4715163614860156E-5-6.205504441242987E-11i      0.002214351700325994-9.282568137435072E-9i
-0.014729458917835671     0                        0.0015                   0.00463208858761096-1.9384293384213358E-8i        6.32073710314803E-6-2.292081216356601E-11i        0.0026632311671346024-1.1205500696089352E-8i
-0.014609218436873747     0                        0.0015                   0.004628428713759455-1.9372709144907307E-8i       -2.073689408570384E-6+1.6213420085270558E-11i     0.0031121106339432546-1.3128433254743737E-8i
-0.014488977955911824     0                        0.0015                   0.004624768839907921-1.9361124905601203E-8i       -1.0468115920286847E-5+5.534765233411126E-11i     0.0035609901007518565-1.5051365813398044E-8i
-0.014368737474949898     0                        0.0015                   0.004621108966056411-1.934954066629517E-8i        -1.886254243200396E-5+9.448188458297347E-11i      0.004009869567560485-1.697429837205239E-8i
-0.014248496993987975     0                        0.0015                   0.004274518143999672-1.7787611820596737E-8i       4.141950430854285E-6-2.4391539109597136E-11i      0.004065350934767373-1.7107775748859798E-8i
-0.014128256513026051     0                        0.0015                   0.004123536385393675-1.7162834283831525E-8i       -2.5982441745667738E-6+1.2777982466735851E-12i    0.004254229127765408-1.7894020444688957E-8i
-0.014008016032064127     0                        0.0015                   0.003972554626787755-1.653805674706658E-8i        -9.3384387799887E-6+2.694713560295506E-11i        0.004443107320763454-1.8680265140518214E-8i
-0.013887775551102204     0                        0.0015                   0.003821572868181831-1.591327921030157E-8i        -1.6078633385411926E-5+5.2616472959224126E-11i    0.004631985513761492-1.946650983634738E-8i
-0.01376753507014028      0                        0.0015                   0.0036705911095758783-1.5288501673536564E-8i      -2.281882799083407E-5+7.828581031550891E-11i      0.0048208637067595345-2.025275453217661E-8i
-0.013647294589178356     0                        0.0015                   0.003519609350969924-1.4663724136771485E-8i       -2.9559022596257296E-5+1.039551476717879E-10i     0.0050097418997575765-2.103899922800583E-8i
-0.013527054108216433     0                        0.0015                   0.003368627592363973-1.403894660000643E-8i        -3.6299217201681065E-5+1.2962448502807145E-10i    0.0051986200927556375-2.18252439238352E-8i
-0.013406813627254509     0                        0.0015                   0.003217645833758046-1.3414169063241493E-8i       -4.303941180710147E-5+1.552938223843399E-10i      0.005387498285753645-2.261148861966426E-8i
-0.013286573146292585     0                        0.0015                   0.002832612594005031-1.2017369073441002E-8i       3.0691708219264925E-5-1.2270555541934462E-10i     0.00557972892101896-2.3315918029111505E-8i
-0.013166332665330661     0                        0.0015                   0.0026541994087824015-1.1275262443646772E-8i      1.642842447586849E-5-6.828301284536158E-11i       0.005507952483260254-2.3071976189428697E-8i
-0.013046092184368738     0                        0.0015                   0.0024757862235597825-1.0533155813852502E-8i      2.165140732470752E-6-1.3860470271363235E-11i      0.005436176045501528-2.282803434974576E-8i
-0.012925851703406814     0                        0.0015                   0.002297373038337159-9.791049184058288E-9i        -1.2098143010922865E-5+4.0562072302616085E-11i    0.005364399607742815-2.258409251006294E-8i
-0.01280561122244489      0                        0.0015                   0.002118959853114536-9.048942554264033E-9i        -2.6361426754314965E-5+9.498461487661526E-11i     0.005292623169984096-2.234015067038002E-8i
-0.012685370741482967     0                        0.0015                   0.0019405466678919202-8.306835924469758E-9i       -4.0624710497716605E-5+1.4940715745063428E-10i    0.005220846732225378-2.2096208830697148E-8i
-0.012565130260521043     0                        0.0015                   0.0018937548444788732-8.092173034411967E-9i       1.867931256376021E-5-8.224032436113989E-11i       0.005405530103051265-2.2851641019664753E-8i
-0.01244488977955912      0                        0.0015                   0.0017755182950804378-7.590857441803269E-9i       1.8505789822422132E-5-7.977983573302522E-11i      0.0054168222087293974-2.2914808022469718E-8i
-0.012324649298597196     0                        0.0015                   0.001657281745681998-7.0895418491944846E-9i       1.8332267081088392E-5-7.731934710491717E-11i      0.005428114314407528-2.29779750252747E-8i
-0.012204408817635272     0                        0.0015                   0.001539045196283552-6.588226256585747E-9i        1.815874433975335E-5-7.48588584767992E-11i        0.005439406420085662-2.304114202807967E-8i
